state_name,county_entity_name,census_tract_2020_number_fips_code,tract_type
Kansas,Neosho County,20133951600,Directly adjoining
Kansas,Shawnee County,20177000900,Directly adjoining
Kansas,Shawnee County,20177003002,Directly adjoining
Kansas,Shawnee County,20177003100,Directly adjoining
Kansas,Shawnee County,20177003901,"Generating unit retirement, Directly adjoining"
Kansas,Shawnee County,20177003902,Directly adjoining
Kentucky,Anderson County,21005950102,Directly adjoining
Kentucky,Ballard County,21007950100,Directly adjoining
Kentucky,Bell County,21013960100,"Mine closure, Directly adjoining"
Kentucky,Bell County,21013960200,Directly adjoining
Kentucky,Bell County,21013960300,"Mine closure, Directly adjoining"
Kentucky,Bell County,21013960400,"Mine closure, Directly adjoining"
Kentucky,Bell County,21013960500,Directly adjoining
Kentucky,Bell County,21013960600,"Mine closure, Directly adjoining"
Kentucky,Bell County,21013960700,Directly adjoining
Kentucky,Bell County,21013960800,"Mine closure, Directly adjoining"
Kentucky,Bell County,21013961100,"Mine closure, Directly adjoining"
Kentucky,Boone County,21015070403,Directly adjoining
Kentucky,Boone County,21015070405,Directly adjoining
Kentucky,Boone County,21015070502,Directly adjoining
Kentucky,Boyd County,21019030900,Directly adjoining
Kentucky,Boyd County,21019031001,Directly adjoining
Kentucky,Boyd County,21019031004,Directly adjoining
Kentucky,Boyd County,21019031101,Directly adjoining
Kentucky,Boyd County,21019031102,Directly adjoining
Kentucky,Boyd County,21019031200,Directly adjoining
Kentucky,Boyle County,21021930100,Directly adjoining
Kentucky,Bracken County,21023950200,Directly adjoining
Kentucky,Breathitt County,21025920200,"Mine closure, Directly adjoining"
Kentucky,Breathitt County,21025920301,Directly adjoining
Kentucky,Breathitt County,21025920302,Directly adjoining
Kentucky,Breathitt County,21025920500,"Mine closure, Directly adjoining"
Kentucky,Breathitt County,21025920600,"Mine closure, Directly adjoining"
Kentucky,Breathitt County,21025920700,"Mine closure, Directly adjoining"
Kentucky,Breathitt County,21025920800,"Mine closure, Directly adjoining"
Kentucky,"Breckinridge
County",21027960400,Directly adjoining
Kentucky,Butler County,21031930100,"Mine closure, Directly adjoining"
Kentucky,Butler County,21031930200,Directly adjoining
Kentucky,Butler County,21031930301,Directly adjoining
Kentucky,Butler County,21031930302,Directly adjoining
Kentucky,Butler County,21031930400,Directly adjoining
Kentucky,Butler County,21031930500,"Mine closure, Directly adjoining"
Kentucky,Caldwell County,21033920100,Directly adjoining
Kentucky,Caldwell County,21033920302,Directly adjoining
Kentucky,Campbell County,21037051901,Directly adjoining
Kentucky,Carter County,21043960300,Directly adjoining
Kentucky,Carter County,21043960500,Directly adjoining
Kentucky,Carter County,21043960601,Directly adjoining
Kentucky,Carter County,21043960602,Directly adjoining
Kentucky,Carter County,21043960700,"Mine closure, Directly adjoining"
Kentucky,Christian County,21047200902,Directly adjoining
Kentucky,Christian County,21047201000,"Mine closure, Directly adjoining"
Kentucky,Christian County,21047201100,Directly adjoining
Kentucky,Clark County,21049020103,Directly adjoining
Kentucky,Clark County,21049020105,Directly adjoining
Kentucky,Clark County,21049020400,Directly adjoining
Kentucky,Clark County,21049020500,Generating unit retirement
Kentucky,Clark County,21049020600,Directly adjoining
Kentucky,Clay County,21051950100,"Mine closure, Directly adjoining"
Kentucky,Clay County,21051950201,"Mine closure, Directly adjoining"
Kentucky,Clay County,21051950202,"Mine closure, Directly adjoining"
Kentucky,Clay County,21051950301,Directly adjoining
Kentucky,Clay County,21051950302,"Mine closure, Directly adjoining"
Kentucky,Clay County,21051950400,"Mine closure, Directly adjoining"
Kentucky,Clay County,21051950500,"Mine closure, Directly adjoining"
Kentucky,Clay County,21051950600,"Mine closure, Directly adjoining"
Kentucky,Crittenden County,21055930100,Directly adjoining
Kentucky,Daviess County,21059000100,Directly adjoining
Kentucky,Daviess County,21059000200,Directly adjoining
Kentucky,Daviess County,21059000401,Directly adjoining
Kentucky,Daviess County,21059000402,Directly adjoining
Kentucky,Daviess County,21059000600,Directly adjoining
Kentucky,Daviess County,21059001300,"Mine closure, Directly adjoining"
Kentucky,Daviess County,21059001401,Generating unit retirement
Kentucky,Daviess County,21059001402,Directly adjoining
Kentucky,Daviess County,21059001501,Directly adjoining
Kentucky,Daviess County,21059001502,"Mine closure, Directly adjoining"
Kentucky,Daviess County,21059001601,Directly adjoining
Kentucky,Daviess County,21059001602,Directly adjoining
Kentucky,Daviess County,21059001701,Directly adjoining
Kentucky,Daviess County,21059001703,Directly adjoining
Kentucky,Daviess County,21059001800,"Mine closure, Directly adjoining"
Kentucky,Elliott County,21063920101,Directly adjoining
Kentucky,Elliott County,21063920102,"Mine closure, Directly adjoining"
Kentucky,Elliott County,21063920200,"Mine closure, Directly adjoining"
Kentucky,Estill County,21065920100,Directly adjoining
Kentucky,Estill County,21065920400,Directly adjoining
Kentucky,Fayette County,21067003701,Directly adjoining
Kentucky,Fayette County,21067003918,Directly adjoining
Kentucky,Fayette County,21067004007,Directly adjoining
Kentucky,Floyd County,21071920100,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920200,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920301,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920302,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920401,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920402,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920500,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920600,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920700,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920801,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920802,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071920900,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071921001,"Mine closure, Directly adjoining"
Kentucky,Floyd County,21071921002,"Mine closure, Directly adjoining"
Kentucky,Franklin County,21073070703,Directly adjoining
Kentucky,Franklin County,21073071001,Directly adjoining
Kentucky,Garrard County,21079970101,Directly adjoining
Kentucky,Garrard County,21079970102,Directly adjoining
Kentucky,Grayson County,21085950600,Directly adjoining
Kentucky,Grayson County,21085950700,Directly adjoining
Kentucky,Greenup County,21089040100,Directly adjoining
Kentucky,Greenup County,21089040202,Directly adjoining
Kentucky,Greenup County,21089040300,Directly adjoining
Kentucky,Greenup County,21089040400,"Mine closure, Directly adjoining"
Kentucky,Greenup County,21089040502,Directly adjoining
Kentucky,Hancock County,21091960100,Directly adjoining
Kentucky,Hancock County,21091960200,Generating unit retirement
Kentucky,Hancock County,21091960300,Directly adjoining
Kentucky,Harlan County,21095970100,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970200,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970300,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970400,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970500,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970600,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970700,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095970800,Directly adjoining
Kentucky,Harlan County,21095970900,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095971000,"Mine closure, Directly adjoining"
Kentucky,Harlan County,21095971300,"Mine closure, Directly adjoining"
Kentucky,"Henderson
County",21101020602,Directly adjoining
Kentucky,"Henderson
County",21101020701,Directly adjoining
Kentucky,Henderson County,21101020703,Directly adjoining
Kentucky,"Henderson
County",21101020704,"Mine closure, Directly adjoining"
Kentucky,"Henderson
County",21101020800,"Mine closure, Directly adjoining"
Kentucky,Henderson County,21101020901,Directly adjoining
Kentucky,"Henderson
County",21101020902,Directly adjoining
Kentucky,Hopkins County,21107970100,"Mine closure, Directly adjoining"
Kentucky,Hopkins County,21107970200,"Mine closure, Directly adjoining"
Kentucky,Hopkins County,21107970301,Directly adjoining
Kentucky,Hopkins County,21107970302,Directly adjoining
Kentucky,Hopkins County,21107970400,Directly adjoining
Kentucky,Hopkins County,21107970500,"Mine closure, Directly adjoining"
Kentucky,Hopkins County,21107970600,Directly adjoining
Kentucky,Hopkins County,21107970700,"Mine closure, Directly adjoining"
Kentucky,Hopkins County,21107970800,Directly adjoining
Kentucky,Hopkins County,21107970900,Directly adjoining
Kentucky,Hopkins County,21107971000,Directly adjoining
Kentucky,Hopkins County,21107971100,Directly adjoining
Kentucky,Hopkins County,21107971300,"Mine closure, Directly adjoining"
Kentucky,Jackson County,21109960101,"Mine closure, Directly adjoining"
Kentucky,Jackson County,21109960102,"Mine closure, Directly adjoining"
Kentucky,Jackson County,21109960200,Directly adjoining
Kentucky,Jackson County,21109960301,"Mine closure, Directly adjoining"
Kentucky,Jackson County,21109960302,"Mine closure, Directly adjoining"
Kentucky,Jefferson County,21111000400,Directly adjoining
Kentucky,Jefferson County,21111000800,Directly adjoining
Kentucky,Jefferson County,21111012103,Directly adjoining
Kentucky,Jefferson County,21111012407,Directly adjoining
Kentucky,Jefferson County,21111012409,Directly adjoining
Kentucky,Jefferson County,21111012412,Directly adjoining
Kentucky,Jefferson County,21111012413,Directly adjoining
Kentucky,Jefferson County,21111012503,Directly adjoining
Kentucky,Jefferson County,21111012702,Directly adjoining
Kentucky,Jefferson County,21111012703,Generating unit retirement
Kentucky,Jessamine County,21113060402,Directly adjoining
Kentucky,Johnson County,21115960100,"Mine closure, Directly adjoining"
Kentucky,Johnson County,21115960200,"Mine closure, Directly adjoining"
Kentucky,Johnson County,21115960300,"Mine closure, Directly adjoining"
Kentucky,Johnson County,21115960401,"Mine closure, Directly adjoining"
Kentucky,Johnson County,21115960402,"Mine closure, Directly adjoining"
Kentucky,Johnson County,21115960500,"Mine closure, Directly adjoining"
Kentucky,Johnson County,21115960600,"Mine closure, Directly adjoining"
Kentucky,Knott County,21119960100,"Mine closure, Directly adjoining"
Kentucky,Knott County,21119960200,"Mine closure, Directly adjoining"
Kentucky,Knott County,21119960300,"Mine closure, Directly adjoining"
Kentucky,Knott County,21119960400,"Mine closure, Directly adjoining"
Kentucky,Knott County,21119960500,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930100,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930200,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930300,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930401,Directly adjoining
Kentucky,Knox County,21121930402,Directly adjoining
Kentucky,Knox County,21121930501,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930502,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930602,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930603,Directly adjoining
Kentucky,Knox County,21121930604,"Mine closure, Directly adjoining"
Kentucky,Knox County,21121930700,"Mine closure, Directly adjoining"
Kentucky,Laurel County,21125970100,"Mine closure, Directly adjoining"
Kentucky,Laurel County,21125970201,Directly adjoining
Kentucky,Laurel County,21125970202,Directly adjoining
Kentucky,Laurel County,21125970300,Directly adjoining
Kentucky,Laurel County,21125970400,Directly adjoining
Kentucky,Laurel County,21125970500,"Mine closure, Directly adjoining"
Kentucky,Laurel County,21125970600,Directly adjoining
Kentucky,Laurel County,21125970700,Directly adjoining
Kentucky,Laurel County,21125970800,Directly adjoining
Kentucky,Laurel County,21125970900,"Mine closure, Directly adjoining"
Kentucky,Laurel County,21125971001,Directly adjoining
Kentucky,Laurel County,21125971004,Directly adjoining
Kentucky,Laurel County,21125971101,Directly adjoining
Kentucky,Laurel County,21125971104,Directly adjoining
Kentucky,Lawrence County,21127930101,"Generating unit retirement, Directly
adjoining"
Kentucky,Lawrence County,21127930102,"Mine closure, Directly adjoining"
Kentucky,Lawrence County,21127930200,"Mine closure, Directly adjoining"
Kentucky,Lawrence County,21127930300,"Mine closure, Directly adjoining"
Kentucky,Lawrence County,21127930400,"Mine closure, Directly adjoining"
Kentucky,Lawrence County,21127930500,"Mine closure, Directly adjoining"
Kentucky,Lee County,21129950100,"Mine closure, Directly adjoining"
Kentucky,Lee County,21129950200,"Mine closure, Directly adjoining"
Kentucky,Lee County,21129950300,Directly adjoining
Kentucky,Leslie County,21131920101,"Mine closure, Directly adjoining"
Kentucky,Leslie County,21131920102,"Mine closure, Directly adjoining"
Kentucky,Leslie County,21131920200,"Mine closure, Directly adjoining"
Kentucky,Leslie County,21131920300,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950100,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950201,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950202,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950300,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950401,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950403,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950404,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950500,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950601,"Mine closure, Directly adjoining"
Kentucky,Letcher County,21133950602,"Mine closure, Directly adjoining"
Kentucky,Lewis County,21135930300,Directly adjoining
Kentucky,Logan County,21141960200,Directly adjoining
Kentucky,McCracken County,21145031401,Directly adjoining
Kentucky,"McCracken
County",21145031501,"Generating unit retirement, Directly
adjoining"
Kentucky,McCracken County,21145031502,Directly adjoining
Kentucky,McCreary County,21147960100,Directly adjoining
Kentucky,McCreary County,21147960200,Directly adjoining
Kentucky,McCreary County,21147960301,Directly adjoining
Kentucky,McCreary County,21147960302,Directly adjoining
Kentucky,McCreary County,21147960401,Directly adjoining
Kentucky,McCreary County,21147960402,"Mine closure, Directly adjoining"
Kentucky,McLean County,21149970100,Directly adjoining
Kentucky,McLean County,21149970200,"Mine closure, Directly adjoining"
Kentucky,McLean County,21149970500,"Mine closure, Directly adjoining"
Kentucky,Madison County,21151010101,Directly adjoining
Kentucky,Madison County,21151010104,Directly adjoining
Kentucky,Magoffin County,21153970100,"Mine closure, Directly adjoining"
Kentucky,Magoffin County,21153970201,Directly adjoining
Kentucky,Magoffin County,21153970202,Directly adjoining
Kentucky,Magoffin County,21153970300,"Mine closure, Directly adjoining"
Kentucky,Magoffin County,21153970400,"Mine closure, Directly adjoining"
Kentucky,Martin County,21159950100,"Mine closure, Directly adjoining"
Kentucky,Martin County,21159950201,"Mine closure, Directly adjoining"
Kentucky,Martin County,21159950202,"Mine closure, Directly adjoining"
Kentucky,Martin County,21159950300,"Mine closure, Directly adjoining"
Kentucky,Mason County,21161960100,Directly adjoining
Kentucky,Menifee County,21165960100,Directly adjoining
Kentucky,Mercer County,21167960100,Directly adjoining
Kentucky,Mercer County,21167960400,Directly adjoining
Kentucky,Mercer County,21167960500,Generating unit retirement
Kentucky,Morgan County,21175950100,"Mine closure, Directly adjoining"
Kentucky,Morgan County,21175950200,Directly adjoining
Kentucky,Morgan County,21175950300,Directly adjoining
Kentucky,Morgan County,21175950400,"Mine closure, Directly adjoining"
Kentucky,Morgan County,21175950500,Directly adjoining
Kentucky,"Muhlenberg
County",21177960100,"Mine closure, Directly adjoining"
Kentucky,"Muhlenberg
County",21177960201,Directly adjoining
Kentucky,Muhlenberg County,21177960202,"Generating unit retirement, Directly adjoining"
Kentucky,"Muhlenberg
County",21177960300,"Mine closure, Directly adjoining"
Kentucky,Muhlenberg County,21177960400,"Mine closure, Directly adjoining"
Kentucky,"Muhlenberg
County",21177960500,Directly adjoining
Kentucky,"Muhlenberg
County",21177960600,"Mine closure, Directly adjoining"
Kentucky,Muhlenberg County,21177960700,"Generating unit retirement, Directly adjoining"
Kentucky,"Muhlenberg
County",21177960800,Directly adjoining
Kentucky,"Muhlenberg
County",21177960900,Directly adjoining
Kentucky,Ohio County,21183920100,"Mine closure, Directly adjoining"
Kentucky,Ohio County,21183920200,"Mine closure, Directly adjoining"
Kentucky,Ohio County,21183920300,Directly adjoining
Kentucky,Ohio County,21183920400,Directly adjoining
Kentucky,Ohio County,21183920501,Directly adjoining
Kentucky,Ohio County,21183920502,"Mine closure, Directly adjoining"
Kentucky,Ohio County,21183920600,"Mine closure, Directly adjoining"
Kentucky,Ohio County,21183920700,"Mine closure, Directly adjoining"
Kentucky,Owsley County,21189930100,"Mine closure, Directly adjoining"
Kentucky,Owsley County,21189930200,"Mine closure, Directly adjoining"
Kentucky,Pendleton County,21191930101,Directly adjoining
Kentucky,Perry County,21193970300,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193970400,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193970501,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193970502,Directly adjoining
Kentucky,Perry County,21193970601,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193970602,Directly adjoining
Kentucky,Perry County,21193970700,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193970800,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193970900,"Mine closure, Directly adjoining"
Kentucky,Perry County,21193971000,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930100,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930201,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930202,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930301,Directly adjoining
Kentucky,Pike County,21195930302,Directly adjoining
Kentucky,Pike County,21195930400,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930500,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930600,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930700,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930800,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195930900,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931000,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931101,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931102,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931200,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931300,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931400,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931500,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931600,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931700,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931800,"Mine closure, Directly adjoining"
Kentucky,Pike County,21195931900,"Mine closure, Directly adjoining"
Kentucky,Powell County,21197970101,Directly adjoining
Kentucky,Pulaski County,21199930102,Directly adjoining
Kentucky,Pulaski County,21199930404,Directly adjoining
Kentucky,Pulaski County,21199930802,Directly adjoining
Kentucky,Pulaski County,21199930900,Mine closure
Kentucky,Pulaski County,21199931000,Directly adjoining
Kentucky,Pulaski County,21199931101,Directly adjoining
Kentucky,Pulaski County,21199931103,Mine closure
Kentucky,Pulaski County,21199931104,Directly adjoining
Kentucky,Rockcastle County,21203950300,Directly adjoining
Kentucky,Rockcastle County,21203950400,Directly adjoining
Kentucky,Rowan County,21205950400,Directly adjoining
Kentucky,Trigg County,21221970100,Directly adjoining
Kentucky,Union County,21225950100,"Mine closure, Directly adjoining"
Kentucky,Union County,21225950201,"Mine closure, Directly adjoining"
Kentucky,Union County,21225950202,"Mine closure, Directly adjoining"
Kentucky,Union County,21225950300,"Mine closure, Directly adjoining"
Kentucky,Wayne County,21231920702,Directly adjoining
Kentucky,Webster County,21233960100,"Mine closure, Generating unit retirement,
Directly adjoining"
Kentucky,Webster County,21233960200,Directly adjoining
Kentucky,Webster County,21233960300,"Mine closure, Directly adjoining"
Kentucky,Webster County,21233960400,"Mine closure, Directly adjoining"
Kentucky,Whitley County,21235920200,Directly adjoining
Kentucky,Whitley County,21235920301,Directly adjoining
Kentucky,Whitley County,21235920302,"Mine closure, Directly adjoining"
Kentucky,Whitley County,21235920401,Directly adjoining
Kentucky,Whitley County,21235920402,Directly adjoining
Kentucky,Whitley County,21235920501,"Mine closure, Directly adjoining"
Kentucky,Whitley County,21235920502,"Mine closure, Directly adjoining"
Kentucky,Whitley County,21235920601,Directly adjoining
Kentucky,Whitley County,21235920602,"Mine closure, Directly adjoining"
Kentucky,Whitley County,21235920700,"Mine closure, Directly adjoining"
Kentucky,Whitley County,21235920800,"Mine closure, Directly adjoining"
Kentucky,Wolfe County,21237930100,"Mine closure, Directly adjoining"
Kentucky,Wolfe County,21237930200,Directly adjoining
Kentucky,Woodford County,21239050103,Directly adjoining
Kentucky,Woodford County,21239050104,Directly adjoining
Kentucky,Woodford County,21239050107,Directly adjoining
Kentucky,Woodford County,21239050200,Directly adjoining
Kentucky,Woodford County,21239050300,Generating unit retirement
Kentucky,Woodford County,21239050400,Directly adjoining
Louisiana,Bienville Parish,22013970300,Directly adjoining
Louisiana,Bienville Parish,22013970400,Directly adjoining
Louisiana,Bossier Parish,22015011002,Directly adjoining
Louisiana,Caddo Parish,22017024002,Directly adjoining
Louisiana,De Soto Parish,22031950101,Directly adjoining
Louisiana,De Soto Parish,22031950102,Directly adjoining
Louisiana,De Soto Parish,22031950200,Directly adjoining
Louisiana,De Soto Parish,22031950300,"Generating unit retirement, Directly
adjoining"
Louisiana,De Soto Parish,22031950400,Directly adjoining
Louisiana,De Soto Parish,22031950600,Directly adjoining
Louisiana,De Soto Parish,22031950700,Directly adjoining
Louisiana,"Natchitoches
Parish",22069000100,Directly adjoining
Louisiana,Natchitoches Parish,22069000200,Directly adjoining
Louisiana,"Natchitoches
Parish",22069000300,Directly adjoining
Louisiana,Red River Parish,22081960100,"Mine closure, Directly adjoining"
Louisiana,Red River Parish,22081960300,Directly adjoining
Maryland,Allegany County,24001001401,Directly adjoining
Maryland,Allegany County,24001001502,Directly adjoining
Maryland,Allegany County,24001001503,Directly adjoining
Maryland,Allegany County,24001001600,Directly adjoining
Maryland,Allegany County,24001001700,Directly adjoining
Maryland,Allegany County,24001001800,Directly adjoining
Maryland,Allegany County,24001001900,"Mine closure, Directly adjoining"
Maryland,Allegany County,24001002000,Directly adjoining
Maryland,Allegany County,24001002100,"Mine closure, Directly adjoining"
Maryland,Allegany County,24001002200,"Mine closure, Generating unit retirement,
Directly adjoining"
Maryland,"Anne Arundel
County",24003730101,Directly adjoining
Maryland,Anne Arundel County,24003730102,Generating unit retirement
Maryland,"Anne Arundel
County",24003730204,Directly adjoining
Maryland,"Anne Arundel
County",24003730206,Directly adjoining
Maryland,Anne Arundel County,24003731308,Directly adjoining
Maryland,"Anne Arundel
County",24003731309,Directly adjoining
Maryland,"Anne Arundel
County",24003751102,Directly adjoining
Maryland,Anne Arundel County,24003751103,Directly adjoining
Maryland,"Anne Arundel
County",24003990000,Directly adjoining
Maryland,Baltimore County,24005451801,Directly adjoining
Maryland,Baltimore County,24005451802,Directly adjoining
Maryland,Baltimore County,24005451803,Generating unit retirement
Maryland,Calvert County,24009860200,Directly adjoining
Maryland,Calvert County,24009860600,Directly adjoining
Maryland,Calvert County,24009860701,Directly adjoining
Maryland,Charles County,24017850201,Generating unit retirement
Maryland,Charles County,24017850202,Directly adjoining
Maryland,Charles County,24017850300,Directly adjoining
Maryland,Charles County,24017850400,Directly adjoining
Maryland,Charles County,24017850802,Directly adjoining
Maryland,Charles County,24017851100,Directly adjoining
Maryland,Charles County,24017851200,Generating unit retirement
Maryland,Charles County,24017851301,Directly adjoining
Maryland,Charles County,24017851401,Directly adjoining
Maryland,Charles County,24017851402,Directly adjoining
Maryland,Charles County,24017851403,Directly adjoining
Maryland,Charles County,24017990000,Directly adjoining
Maryland,Frederick County,24021752201,Directly adjoining
Maryland,Frederick County,24021752302,Directly adjoining
Maryland,Garrett County,24023000100,Directly adjoining
Maryland,Garrett County,24023000200,Directly adjoining
Maryland,Garrett County,24023000300,"Mine closure, Directly adjoining"
Maryland,Garrett County,24023000400,"Mine closure, Directly adjoining"
Maryland,Garrett County,24023000501,Directly adjoining
Maryland,Garrett County,24023000502,Directly adjoining
Maryland,Garrett County,24023000601,"Mine closure, Directly adjoining"
Maryland,Garrett County,24023000602,Directly adjoining
Maryland,Garrett County,24023000700,"Mine closure, Directly adjoining"
Maryland,"Montgomery
County",24031700400,Directly adjoining
Maryland,"Montgomery
County",24031700500,Generating unit retirement
Maryland,Montgomery County,24031700604,Directly adjoining
Maryland,"Montgomery
County",24031700611,Directly adjoining
Maryland,"Prince George's
County",24033800800,Directly adjoining
Maryland,Prince George's County,24033800900,Generating unit retirement
Maryland,"Prince George's
County",24033801003,Directly adjoining
Maryland,St. Mary's County,24037875202,Directly adjoining
Maryland,St. Mary's County,24037875300,Directly adjoining
Maryland,"Washington
County",24043001001,Directly adjoining
Maryland,Washington County,24043001002,Directly adjoining
Maryland,"Washington
County",24043010802,Generating unit retirement
Maryland,Washington County,24043010803,Directly adjoining
Maryland,"Washington
County",24043010901,Directly adjoining
Maryland,Washington County,24043010902,Directly adjoining
Maryland,"Washington
County",24043011700,Directly adjoining
Maryland,Baltimore city,24510250500,Directly adjoining
Massachusetts,Bristol County,25005640300,Directly adjoining
Massachusetts,Bristol County,25005640400,Directly adjoining
Massachusetts,Bristol County,25005640500,Directly adjoining
Massachusetts,Bristol County,25005641000,Directly adjoining
Massachusetts,Bristol County,25005642000,Directly adjoining
Massachusetts,Bristol County,25005642100,Directly adjoining
Massachusetts,Bristol County,25005644101,Directly adjoining
Massachusetts,Bristol County,25005644200,Generating unit retirement
Massachusetts,Bristol County,25005645101,Directly adjoining
Massachusetts,Bristol County,25005645102,Directly adjoining
Massachusetts,Essex County,25009203200,Directly adjoining
Massachusetts,Essex County,25009203301,Directly adjoining
Massachusetts,Essex County,25009203302,Directly adjoining
Massachusetts,Essex County,25009204300,Directly adjoining
Massachusetts,Essex County,25009204400,Generating unit retirement
Massachusetts,Essex County,25009204500,Directly adjoining
Massachusetts,Essex County,25009217402,Directly adjoining
Massachusetts,Essex County,25009217500,Directly adjoining
Massachusetts,Essex County,25009217602,Directly adjoining
Massachusetts,Essex County,25009990100,Directly adjoining
Massachusetts,Hampden County,25013811700,Directly adjoining
Massachusetts,Hampden County,25013811800,Directly adjoining
Massachusetts,Hampden County,25013811900,Generating unit retirement
Massachusetts,Hampden County,25013812001,Directly adjoining
Massachusetts,Hampden County,25013812002,Directly adjoining
Massachusetts,Hampden County,25013812101,Directly adjoining
Massachusetts,"Hampshire
County",25015821101,Directly adjoining
Massachusetts,Hampshire County,25015821300,Directly adjoining
Massachusetts,Hampshire County,25015821400,Directly adjoining
Massachusetts,"Hampshire
County",25015822300,Directly adjoining
Massachusetts,Hampshire County,25015822401,Directly adjoining
Michigan,Bay County,26017285100,Directly adjoining
Michigan,Bay County,26017285201,Directly adjoining
Michigan,Bay County,26017285202,Generating unit retirement
Michigan,Bay County,26017285900,Directly adjoining
Michigan,Bay County,26017990000,Directly adjoining
Michigan,Branch County,26023950100,Directly adjoining
Michigan,Branch County,26023950800,Directly adjoining
Michigan,Calhoun County,26025003000,Directly adjoining
Michigan,Calhoun County,26025003100,Directly adjoining
Michigan,Delta County,26041970400,Directly adjoining
Michigan,Delta County,26041970500,Directly adjoining
Michigan,Delta County,26041970700,Directly adjoining
Michigan,Delta County,26041970800,Directly adjoining
Michigan,Delta County,26041970900,Generating unit retirement
Michigan,Delta County,26041971000,Directly adjoining
Michigan,Delta County,26041971100,Directly adjoining
Michigan,Delta County,26041990000,Directly adjoining
Michigan,Hillsdale County,26059050200,Directly adjoining
Michigan,Hillsdale County,26059050300,Generating unit retirement
Michigan,Hillsdale County,26059050400,Directly adjoining
Michigan,Hillsdale County,26059050500,Directly adjoining
Michigan,Huron County,26063950200,Directly adjoining
Michigan,Huron County,26063950900,Directly adjoining
Michigan,Huron County,26063951200,Generating unit retirement
Michigan,Huron County,26063990000,Directly adjoining
Michigan,Ingham County,26065000400,Directly adjoining
Michigan,Ingham County,26065001703,Directly adjoining
Michigan,Ingham County,26065002000,Directly adjoining
Michigan,Ingham County,26065003400,Directly adjoining
Michigan,Ingham County,26065003500,Directly adjoining
